combination_number,pop_size,gen_count,initial_mutation_rate,alpha,sharpe_ratio,best_portfolio_weights
557,100,50,0.1,0.3,0.24599729800448147,"[0.003559580480197597, 0.0001099723276244851, 0.0, 0.0, 0.0075025596734011905, 0.0, 0.0, 0.0, 0.023793626471960958, 0.00037937530382478043, 0.0, 0.0, 0.0011116302124404775, 0.0, 0.8213415862124248, 0.05945872900080403, 0.0, 0.0011298390616774742, 0.008468363675976753, 0.0731447375796675]"
558,100,50,0.1,0.5,0.24574586408421722,"[0.0004926061204842512, 0.00491871758997131, 0.0, 0.0, 0.0, 0.006903586670962408, 0.0, 0.0, 0.002231880957003224, 0.0032832258061440485, 0.0007998920474075457, 0.0012085767107004428, 0.00011447686039703608, 0.0, 0.9298600598470533, 0.0036101930061028776, 0.0, 0.0008926646406271614, 0.0006613308973211174, 0.04502278884582522]"
559,100,50,0.01,0.1,0.2468091561530944,"[0.0001376147365591563, 0.0, 0.0, 0.0012771978337994471, 0.0, 0.0029778527686533432, 0.00017397149978164695, 0.002318000263745052, 0.022971736709624144, 0.0010478829259553677, 3.946654507378694e-05, 0.0009628890808355138, 5.7926353638048235e-05, 0.0003828528813018771, 0.8544586565669472, 0.05237410247789525, 0.0, 0.0, 0.0, 0.06081984935619021]"
560,100,50,0.01,0.3,0.2462931276288669,"[0.0, 0.0019926091583904043, 0.0, 0.013062452963781154, 0.0006856576432348674, 0.0, 0.0, 0.0, 0.00222619836901016, 0.0, 0.01295575043921654, 0.0, 0.0, 0.0, 0.8748389194628566, 0.0031083559001889092, 0.0, 0.0, 0.0, 0.09113005606332136]"
561,100,50,0.01,0.5,0.24492074427036817,"[0.0, 0.00045009009750357227, 0.0, 0.0, 0.004718068010204026, 0.00594666305827538, 0.009172970725060514, 0.00013387313947617446, 0.0, 0.0, 0.0012092004790854106, 0.0, 0.003004354688468951, 0.00028206421588119595, 0.8696959464798989, 0.005389650987570327, 0.0027635692458546357, 0.0, 0.0009367921324077345, 0.09629675674031338]"
562,100,50,0.05,0.1,0.24101080393099322,"[0.0, 0.026372984858529864, 0.004823951190890782, 0.018750168119624003, 0.004727853355797368, 0.0, 0.0, 0.0, 0.0, 0.010169038239989183, 0.0015586827260681035, 0.0, 0.0, 0.0, 0.8592452667322765, 0.0, 0.00021062418692864798, 0.0, 0.02813153345893117, 0.04600989713096446]"
563,100,50,0.05,0.3,0.24239398024813463,"[0.004731052020131859, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0030958328422506847, 0.0014039069898902441, 0.0, 0.004806225568939699, 0.011728617479437852, 0.0029193163282364813, 0.0, 0.0, 0.824077235882791, 0.0038681941031880264, 0.0, 0.0, 0.03818153805421603, 0.10518808073091802]"
564,100,50,0.05,0.5,0.2461916853701031,"[0.0, 0.0007489609288804317, 0.0, 0.0, 0.0, 0.0, 0.0003030522514784684, 0.0030212836107774274, 0.0, 0.0, 0.006849126634115343, 0.0, 0.003724901845240392, 0.0, 0.8675771364232002, 0.0, 0.0, 0.00918180354371994, 0.005206214443741428, 0.103387520318846]"
565,100,50,0.1,0.1,0.2469437923749812,"[0.0, 0.0, 0.0, 0.0045082005198365, 0.0, 0.0014143668012793081, 0.00039629836501787493, 0.0007893213903856886, 0.004122875472407874, 0.008681265857663208, 0.00013221658803794722, 0.0, 0.0, 0.0, 0.8895454604774407, 0.001988571424106994, 0.0, 0.0, 0.0, 0.08842142310382402]"
566,100,50,0.1,0.3,0.24426977557598203,"[0.0012989791651392578, 0.0, 0.003285113214169991, 0.0, 0.001492244153960152, 0.0, 0.0015555119083598202, 0.00027327298706994897, 0.0027889820293434324, 0.008382712151571986, 0.007993901622792983, 0.0, 0.0, 0.002103247618491147, 0.8291065489852724, 0.03227670128001355, 0.0009846927425981183, 0.003567941460641763, 0.01623447265714523, 0.08865567802343025]"
567,100,50,0.1,0.5,0.24680219835112824,"[7.159956897459336e-05, 0.0011814819731071388, 0.0004897926886857377, 0.0, 0.0017159251828595837, 0.0, 0.0042089473938649305, 0.0, 0.0034611938011922046, 0.004627378934048595, 0.0, 0.0006201149711337508, 0.0027815658728898916, 0.0, 0.8888147664606257, 0.0, 0.0, 0.0, 0.0015366124773275103, 0.0904906206752902]"
568,100,100,0.01,0.1,0.24795068311587318,"[0.00023912827059637153, 0.0, 0.0, 0.0, 0.0, 0.00023027153407940108, 0.0, 0.00028628031971630034, 0.0, 0.0, 0.0, 0.0023487551928758686, 0.00016582321770335762, 0.0, 0.8986052807811926, 0.009736868337665298, 0.002374096153981939, 0.0, 0.0041829632947572625, 0.08183053289743179]"
569,100,100,0.01,0.3,0.2484460778457556,"[0.0002756360733464726, 0.00144956855575043, 3.292286833235359e-05, 0.001488177806926593, 0.0008166987016915683, 5.829355846345117e-07, 0.0004904656100345063, 4.9971541681071115e-06, 0.0, 0.0, 0.0001534345316122657, 0.0010314216098647778, 1.637243549218947e-05, 0.0, 0.883143972518565, 0.03032946034475483, 0.0003750142689615669, 6.980019801979334e-05, 0.0002487941594388397, 0.08007268022745594]"
570,100,100,0.01,0.5,0.2441624057449708,"[0.00024407512011554022, 0.0007997783480414442, 0.0002560022456545256, 0.0004206748237255268, 0.00418898018825742, 9.28390290151627e-05, 0.0006179309573492031, 0.0, 0.010118414973112567, 0.00010959239512043449, 0.003220354989565889, 0.0057222705368872835, 0.0028035003162973555, 0.00046186317753962885, 0.8299541055520377, 0.024698843715871055, 0.0019457879587213834, 0.01733937118678179, 0.006643928968266992, 0.09036168551763903]"
571,100,100,0.05,0.1,0.24796955857761713,"[0.0007549511527936808, 0.00012478803055602987, 0.0, 0.0002097654636401376, 0.0003250805855312837, 0.0, 0.0001718998113901423, 0.00028488425304828914, 0.0, 0.0, 0.0020268840972370657, 0.0011509710887480371, 0.0006294181527307328, 0.00016966476411295477, 0.9198602474761528, 0.0, 0.0, 5.499085910156148e-06, 0.0026390244852946706, 0.0716469215528541]"
572,100,100,0.05,0.3,0.24851391330320832,"[0.00039162828475410505, 0.0, 0.0007916287064540747, 0.0, 0.0, 0.0, 0.0, 9.81705552370622e-05, 0.0, 0.0003140733364255418, 0.002362894620019921, 7.422851187740805e-06, 0.0007513195436769087, 0.0, 0.880492377459473, 0.025397881671258688, 0.0, 0.001332804967511238, 0.000848498934972236, 0.08721129906902945]"
573,100,100,0.05,0.5,0.24824842272206538,"[3.5038445494616897e-05, 0.010132916456989547, 0.0, 0.0, 0.0, 0.0003335426049784791, 0.0002992486245940512, 0.0, 0.0008516144302839551, 0.0, 0.0009481114841870783, 0.0, 0.000670294053667748, 0.00010280508648180729, 0.8905513883091715, 0.022423899245581972, 0.0006388999672126311, 3.753276728345165e-05, 6.582546146886301e-06, 0.07296812597792635]"
574,100,100,0.1,0.1,0.24851741032016314,"[0.00017775621109538385, 0.0006264571252518165, 8.493213451693015e-05, 0.0005921352298460427, 0.00011046479720819764, 6.403928890253558e-06, 0.0013919296227076373, 0.0, 0.0, 0.0002397490897636877, 0.001134544052583582, 5.461958045049797e-05, 0.0, 0.0007215659257892091, 0.8740282627236012, 0.027059024981312064, 2.3836960707297098e-05, 0.0, 7.700235345240696e-05, 0.09367131528282396]"
575,100,100,0.1,0.3,0.2475686260996123,"[0.0, 0.0, 0.0, 0.00020408402386582104, 0.004138215355732839, 0.0, 0.0017498540312696213, 0.0, 0.0, 0.0, 0.0, 0.0014348465046774396, 0.0, 0.0015229469812577127, 0.8861709522641414, 0.004012372804124598, 0.0, 0.0, 6.106249531361454e-05, 0.10070566553961682]"
576,100,100,0.1,0.5,0.2479820132594194,"[0.0007510568449580587, 0.0, 0.0, 1.6534366745626633e-05, 0.0, 0.0, 0.0005080161786036443, 0.0007279699660923461, 0.0037750163004704046, 0.0, 0.0019184708389455986, 0.0, 0.0, 3.8383398715029385e-05, 0.8847329807981972, 0.0, 0.00089878145739774, 0.0007016646171674482, 9.406905376150227e-06, 0.10592171832733083]"
577,100,100,0.01,0.1,0.24627314014008975,"[0.0004341230333432287, 0.008764310262849186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004853300769480003, 0.008044666500405277, 0.004557376886454352, 0.0009199535942510122, 0.0, 0.0, 0.0, 0.8872735116877827, 0.018062727245157714, 0.0, 0.003305677640898659, 0.0, 0.06378435237937799]"
578,100,100,0.01,0.3,0.2479456554090468,"[0.0008139928440438098, 0.0, 0.0, 0.0011082589285723093, 0.0011202660993285779, 0.0, 0.002520034668423103, 0.001078530404028495, 0.004380108447489779, 0.0, 0.0002929194735797753, 0.00014800363685845352, 8.332587454791448e-05, 0.00011365708675407796, 0.8756825651653033, 0.026455245787651464, 0.0002900842423044858, 3.3926583391934906e-05, 0.0007650987023323497, 0.08511398205539027]"
579,100,100,0.01,0.5,0.24842294806302545,"[0.0, 0.0, 0.002265956800519276, 0.000613018669807995, 0.0002752102191514432, 0.00012760936466522997, 0.0, 0.0008298601494286695, 0.0, 0.0006273454259573571, 0.0, 0.0, 0.0, 0.0, 0.8966952197641656, 0.020614259274616038, 0.0, 0.0006742558417978746, 0.002134136543049363, 0.07514312794684112]"
580,100,100,0.05,0.1,0.2433931804459141,"[0.000610389300404663, 0.0052641686775817004, 0.0, 0.0, 0.0029279051373019846, 0.0, 8.711981748492958e-05, 0.0, 0.01587770699130843, 0.0, 0.0008746180468214512, 0.0, 0.0, 0.0, 0.9113276378809302, 0.05866665505007858, 2.0663620634598657e-05, 0.001974179373741764, 6.332201250798177e-06, 0.002362623902461231]"
581,100,100,0.05,0.3,0.2459291122967554,"[0.0, 0.001889892579889571, 0.0, 0.0, 0.0005390223017900896, 0.005843562109112208, 0.0, 0.0, 0.0, 0.0029136375419105934, 0.0002736887710366551, 0.0026035125587305944, 0.000576744238491514, 0.0009247801837888165, 0.9265110676963368, 0.0, 0.0, 0.002177543636201697, 0.0, 0.055746548382711376]"
582,100,100,0.05,0.5,0.24824369167323934,"[0.0, 0.0012957074616411388, 0.0, 0.000745686742735052, 0.0029608821708315995, 0.00029127636562570103, 7.925394208497666e-05, 0.0005261309499528982, 0.0, 0.000368930067144239, 0.001236557594744699, 0.0003272832650161946, 0.0, 0.0, 0.9037167057437235, 0.007315420378955963, 4.590559948634412e-05, 5.597807392004138e-05, 0.0051787397365543626, 0.07585554190758302]"
583,100,100,0.1,0.1,0.24865742433280855,"[8.857906809040413e-05, 0.0, 0.0, 0.00034292483166495293, 0.0, 0.0, 0.0, 0.0, 0.008481004874403167, 0.0, 0.0, 0.0008941970580955629, 0.0, 0.0, 0.8833806360333873, 0.00822101055437089, 0.0, 0.001950125050296439, 0.0002861047424787737, 0.09635541778721264]"
584,100,100,0.1,0.3,0.24737982629151475,"[0.0, 0.004785384551496926, 0.0, 0.0016430584174694017, 0.0, 0.00022223053890130015, 0.0, 0.0, 0.0023728779186287627, 0.0, 0.0015646383024789461, 0.0, 0.002237186849851465, 0.0, 0.8902054587058494, 0.019849448160824554, 0.0033115157207717493, 0.0013921267312431156, 0.0, 0.07241607410248407]"
585,100,100,0.1,0.5,0.24668616121464615,"[0.0008420836383197803, 0.0, 0.0022384072382437745, 0.0046089783589692715, 0.0004408778649748627, 0.000486579220083022, 0.0, 0.0, 0.006823215696992782, 0.0, 0.004038155269638519, 0.0, 0.0010771478645791124, 0.0, 0.8618332368313971, 0.03426968586510422, 0.0010359201810844286, 0.0011349815935103975, 0.013743404209811745, 0.06742732616729097]"
586,100,100,0.01,0.1,0.24796295712841493,"[0.00028915729267038094, 0.0, 0.0, 0.0, 0.003537753378756778, 0.0, 0.0004966502725056739, 0.0, 0.003484306477506658, 6.614227568918312e-05, 0.0025939137390956182, 0.0, 0.0, 0.0, 0.8886178289385135, 0.013485860244210286, 0.0012547580785723335, 0.0018698831694584736, 0.0005386818332691873, 0.08376506429975193]"
587,100,100,0.01,0.3,0.2485427535149053,"[0.0001703979078747781, 5.625012781745016e-06, 0.00027476565274070513, 2.5517575095819514e-05, 0.0020102021295598216, 0.0004609259593833416, 0.0, 0.0, 0.0, 0.0, 0.00031353715730834426, 0.0, 4.3684441623803516e-05, 0.00038946138647724194, 0.8865743568978731, 0.017893018083117142, 0.0001252990482711127, 0.0005161380771594609, 0.01236581745163231, 0.07883125321910125]"
588,100,100,0.01,0.5,0.24641105316013523,"[0.0, 0.0, 0.0, 0.0, 0.0, 3.6093447824463433e-05, 0.0006694332322168788, 0.0017215867208827157, 0.009882998445981256, 0.0, 0.009306564574003447, 0.0006407988119757234, 0.0, 0.00015631649594637298, 0.9115800420835454, 0.011313790660707439, 0.0, 0.0, 0.009548388594368223, 0.0451439869325481]"
589,100,100,0.05,0.1,0.24601480941305331,"[0.000194447849317234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003156869469304794, 0.020617207757015987, 0.006905672286253795, 0.0, 0.0, 0.003322648437645531, 0.0014681544178877129, 0.8610086517570947, 0.0, 0.00043082104415971084, 0.0009150750952957742, 0.01961737438206163, 0.08520426002633744]"
590,100,100,0.05,0.3,0.24822528738565708,"[0.0002733590199729061, 0.002881411807817861, 0.0, 0.0, 0.0002398219876614665, 0.0008448338236515377, 0.00011621025912958658, 0.00014342288901028735, 0.010117644013516672, 0.0012476875649308934, 0.0013178367578602183, 0.0, 0.0007669283025485723, 0.0, 0.8805473114898676, 0.02045067368334621, 0.0, 0.0005435836121943197, 0.0016764702801686739, 0.07883280450832314]"
591,100,100,0.05,0.5,0.2483600024180417,"[6.685049572438375e-05, 0.00017841252098463946, 0.0, 0.0, 0.0007097724249911167, 9.040135858741556e-05, 0.0, 0.0, 0.0, 0.0008177682162373945, 0.0, 9.573851361553602e-06, 0.0005367629478470477, 0.0, 0.8291286305522273, 0.07263593821498483, 0.0, 0.0006773210428410481, 0.0, 0.09514856837421323]"
592,100,100,0.1,0.1,0.24800470060913724,"[0.0, 0.002350214990795259, 0.000989702779039326, 8.589619596486116e-06, 6.72994956514744e-05, 0.000690841019515936, 0.0, 0.0011557436199824281, 0.0, 0.0, 0.0023426867839610663, 0.0, 0.0, 0.0007467997324658138, 0.9076977270900245, 0.00013770146274311832, 0.0, 0.0, 0.006368522438310772, 0.07744417096791388]"
593,100,100,0.1,0.3,0.24777388832667657,"[0.00013693070561699434, 0.0, 0.005237291240308404, 0.0, 0.000998384284475615, 0.0, 0.0007791719794236662, 0.0, 0.0, 0.0, 0.001321050565247663, 0.0, 0.0, 0.0002783428711874018, 0.8889944985991168, 0.027196498980989667, 0.0, 0.0, 0.004678792355427698, 0.07037903841820584]"
594,100,100,0.1,0.5,0.24772779433434003,"[0.00010264531198271954, 0.0, 0.0, 0.0030094877114214542, 0.004984699529217908, 0.0011820182095772162, 0.0003842945670992782, 0.0007233951645936882, 0.0, 0.0, 0.0, 5.346425479426375e-05, 0.00033369188270163417, 2.0960834557586462e-05, 0.8836109171131001, 0.0037236759679130467, 0.0, 0.0, 0.0008613615468669243, 0.1010093879061742]"
595,100,100,0.01,0.1,0.24867864866217537,"[0.0006316665688647582, 0.00043016049856250027, 0.0007643272513122623, 3.085948948923824e-05, 0.0, 0.00035497343513244144, 0.0, 0.0002886930134538638, 0.004823648656516981, 5.573459450251089e-05, 4.873490658490441e-05, 5.500553948658136e-06, 3.9592430297698355e-05, 0.0, 0.892691345658991, 0.023319373855530172, 0.0, 9.281159263151456e-05, 2.8004632618729277e-05, 0.07639457286156258]"
596,100,100,0.01,0.3,0.24722569620012722,"[0.0, 0.0019915648777694677, 0.0, 0.008023756612607211, 0.0, 0.0011448431382113469, 0.001098727507881725, 0.0006369504776185238, 0.0, 0.0, 0.0033845986703402013, 0.0, 0.0, 0.0007760645270261299, 0.858713557399154, 0.03106809934724526, 0.0004443970260858398, 0.0, 0.006081046569953424, 0.08663639384610687]"
597,100,100,0.01,0.5,0.24847191185761877,"[5.753421641967748e-05, 0.0, 8.313869505429112e-05, 0.001918110471653428, 6.186882505529607e-05, 0.0, 0.001201064248782044, 3.8404192302825946e-05, 0.0, 0.0007887270533218767, 0.0004052391164480506, 0.0005166303476397966, 0.0002568664849796119, 0.0, 0.8987434546384663, 0.011683798838458444, 3.2493446234114388e-06, 0.00040497479085650556, 0.004150070942890575, 0.07968686779304791]"
598,100,100,0.05,0.1,0.24883809781754912,"[0.0, 0.001260420799413126, 0.0, 0.0, 6.375501662739665e-05, 0.0005046072595109782, 0.0, 2.1888463858154765e-05, 6.8524943965368745e-06, 3.757984712278976e-05, 0.00029768822361289177, 0.0, 0.0010140208023233985, 0.00010642005535151523, 0.8727615092260851, 0.0355203647926634, 0.00014490149813784723, 0.0004424422926590687, 0.0, 0.08781754922823787]"
599,100,100,0.05,0.3,0.24897843652499066,"[0.0, 0.00011135852740060129, 0.0, 2.5509099402275632e-05, 0.0, 0.0, 0.0, 0.00022675234302733767, 0.0006186340929363606, 0.0003479538687199642, 0.00148556106622741, 3.78770663054482e-05, 7.983849665946036e-06, 5.177038845378774e-05, 0.8935554683930433, 0.021668163345716616, 0.0, 0.00011662385353919199, 0.0017499210671609027, 0.07999642303840077]"
600,100,100,0.05,0.5,0.24907741401674913,"[4.814497835443105e-06, 0.0004775884097585739, 9.51536283254781e-05, 0.0, 0.0001127533726824536, 9.166857576766479e-05, 0.0, 6.089764752078184e-05, 0.001058213890302671, 0.00046589233781144963, 1.7819552453889425e-05, 1.6905556991009716e-05, 0.00014188824310683336, 0.0, 0.8832982021276347, 0.02982199836971165, 1.264589727952088e-05, 0.00021821952909329456, 0.002658026971713684, 0.08144731139201074]"
601,100,100,0.1,0.1,0.24809799416782338,"[0.0, 0.0009999352600436346, 0.0, 0.001982567146080426, 0.0005152931716110701, 8.231185782630305e-05, 0.00018318825117647958, 0.0, 0.000830465226200868, 0.0, 0.002689633264473597, 0.0, 9.345980451146613e-05, 0.0, 0.8842835227604978, 0.001177669663761497, 0.0008913980191710847, 0.0, 0.016586783780421808, 0.08968377179422413]"
602,100,100,0.1,0.3,0.24745278582560598,"[8.161178604485825e-05, 0.0, 0.001000229513116652, 0.00019642168672517936, 0.001439994376671236, 0.0002385940622438589, 0.0002702183449700323, 0.0, 0.00834159225060241, 0.0, 0.0, 0.0019241676878024028, 0.0017514456503863935, 0.00040646610534578827, 0.8743970687476047, 0.014705000897391967, 0.0016293988702538505, 0.0, 0.00028822441890313826, 0.0933295656019375]"
603,100,100,0.1,0.5,0.2482348432111728,"[0.0003243356705610528, 0.0, 3.5001981348115043e-06, 9.971982494455467e-05, 0.0, 0.0007468168910091044, 0.0026647049445072315, 0.00016807502614354, 0.013173276803865213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8926868588871019, 0.0028574770507518517, 0.0004333017891552117, 0.0, 0.003913435041636262, 0.0829284978721893]"
604,100,100,0.01,0.1,0.24779111627920974,"[0.00027027729331302483, 0.0006821310863342311, 0.0005591693965667215, 0.00018910020924219748, 0.0012184915097354192, 0.0, 0.0006872208787803629, 0.00023084703497946242, 0.0, 0.0004229013088439826, 2.862442662103346e-06, 0.0003319777358938463, 4.5286981187564784e-05, 0.0, 0.8353016000170786, 0.03645162800006301, 0.0, 0.003284985968854849, 5.23335692448212e-05, 0.12026918656721985]"
605,100,100,0.01,0.3,0.24813353283854656,"[0.0, 0.007373010879507962, 0.0003139987422478737, 0.00039149839740893405, 0.00041819219912335047, 0.0, 0.0, 9.19301646423722e-05, 0.007227028869833768, 4.70933965702361e-05, 0.0, 0.0, 0.00043061239196861184, 0.0, 0.8817779937484583, 0.030643774705706704, 0.00041500005805342606, 0.0018532355259479035, 0.004946929700389993, 0.06406970122014048]"
606,100,100,0.01,0.5,0.24890506260423548,"[0.0, 2.4974240301786026e-05, 0.0002661832043480344, 0.0, 0.0005429908074770424, 0.00010217339086080502, 6.975911254532166e-05, 0.00026331473393438083, 0.0010151565227770117, 0.0003928689276110278, 0.0011918763323375409, 0.0, 0.0, 1.445353039418882e-05, 0.8805850084486995, 0.02901025064042306, 3.048369806641647e-05, 0.0, 4.018789783364661e-05, 0.08645031851239013]"
607,100,100,0.05,0.1,0.24894976917536776,"[0.0, 0.0027850848752264583, 0.0, 0.0002462418518655211, 0.00023033953286832385, 0.00022420572216411732, 0.0002913737798571547, 4.286203619521511e-05, 0.002878483392075215, 0.0, 0.0, 0.00017961678036929697, 0.0, 0.0, 0.8801940813023181, 0.028633132026091444, 0.0, 0.0, 0.0002460293272798226, 0.0840485493736893]"
608,100,100,0.05,0.3,0.24714968374224083,"[0.0, 0.0, 0.0003688145951526702, 0.004286698014974004, 0.001000220168763849, 0.0, 0.0009454416605182601, 0.000979531104297318, 0.022734027476416112, 0.0003888829282011403, 0.00012872230920682012, 0.0004711190502028989, 0.0, 0.0008593732178711624, 0.8784860828647052, 0.000596235950179135, 0.0005277291019578132, 0.0012449352463759092, 0.005639757680705703, 0.081342428630472]"
609,100,100,0.05,0.5,0.2485699156304011,"[0.0, 0.0005349859108239044, 0.0008615137423624802, 0.0012560186450979434, 0.0004997309108181659, 0.00013095554067110073, 8.257847590013676e-05, 0.0, 0.0, 0.0, 0.00021608335078993326, 0.0, 0.0, 0.0003393727129536685, 0.8955950613562558, 0.0029820014442767887, 0.0004346469247488346, 0.0, 0.002729635737486906, 0.09433741524781425]"
610,100,100,0.1,0.1,0.24762365043713883,"[0.0, 0.006448679126464797, 0.001811771852295266, 0.0, 0.00048582683185355264, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0009887020430049515, 0.0013657301768952486, 0.0005116917482212894, 0.0, 0.8749518708487688, 0.048766823368804155, 0.0, 0.0008482304550915125, 0.0011726066664917382, 0.06264806688210857]"
611,100,100,0.1,0.3,0.24865268923570139,"[0.00011700583824819061, 0.0, 0.0, 0.0009091616696476073, 0.0010793062083236712, 0.0, 0.0001026149119082458, 0.0, 0.0, 0.0008173047862584615, 0.0, 0.00031636763730085176, 0.00019673334752953953, 0.0, 0.9067550614269935, 0.00041011695751295047, 9.124691724572183e-05, 0.0, 0.000727269665301809, 0.08847781063372948]"
612,100,100,0.1,0.5,0.2488289531511646,"[0.0, 0.0, 0.00017481356625117004, 0.0, 0.0, 0.0, 0.00015485747341821546, 0.0, 0.0, 0.0, 0.0, 0.0004574663450825166, 0.0004918178999975738, 0.0, 0.873492598992871, 0.03829916520595969, 0.0, 0.0, 0.012981453765305876, 0.07394782675111378]"
613,100,100,0.01,0.1,0.24839196163915894,"[0.0, 0.00014410770840989835, 0.0, 0.0, 1.3563102167619575e-05, 0.00045422275887892135, 0.0, 0.0, 0.011312992543798158, 0.0010548021007528356, 0.0, 0.0009631989936555175, 0.00011756707380616767, 0.00012209971746241153, 0.8655921286265565, 0.029653983473132868, 0.0, 0.0001482676328269692, 0.013831526441131068, 0.07659153982742103]"
614,100,100,0.01,0.3,0.24771668560315466,"[0.000322651212117233, 0.0, 8.407410081133197e-05, 0.00017028510236443241, 0.001929783858450906, 3.8017564681439e-05, 0.0, 0.0003468510428055735, 0.00024402738400379175, 0.0027581468994556844, 0.0051736036622548045, 0.0, 0.0008292232729508836, 0.0, 0.8656918906462241, 0.04043604785764407, 0.0, 0.0, 0.00013438215979684877, 0.08184101523643876]"
615,100,100,0.01,0.5,0.24902330132390169,"[0.0, 0.0, 0.0, 7.301014064817583e-05, 0.0003845590197323141, 0.0, 0.0, 8.907051001893878e-05, 0.0, 0.0002329276711401584, 8.975041066660843e-05, 0.0, 0.0, 0.00022392453662050074, 0.8982507503639877, 0.02031267354683369, 0.0, 0.0009477110496203909, 0.0005422242447846819, 0.0788533985059469]"
616,100,100,0.05,0.1,0.24885216384938927,"[0.0005835633020988544, 0.0006103014279722803, 0.0, 0.0, 0.0008382411587362892, 0.0, 0.0, 0.0002652046808524523, 0.0, 0.0, 0.0, 0.0, 0.00014213156365959113, 0.0, 0.883104028345397, 0.034663539193156026, 0.0, 0.0, 0.0, 0.0797929903281274]"
617,100,100,0.05,0.3,0.248565199893498,"[0.0, 0.0, 0.0, 0.0008775835663649696, 0.0014717989157437227, 0.0, 0.0009847528355902615, 0.0, 0.0007579384627092765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9096898004183379, 0.021431391108812925, 0.0, 0.0, 0.0020419785444870902, 0.06274475614795388]"
618,100,100,0.05,0.5,0.2484899654100662,"[0.0, 0.0, 0.0, 0.0, 5.6774271179101515e-05, 0.0, 8.509738106537493e-06, 6.712876177614817e-05, 0.0019987378147736093, 1.002303502245793e-05, 0.0024446864279068043, 6.8667390226166e-05, 0.0, 9.048705610002182e-05, 0.8570946254282369, 0.04852817357559167, 0.0013217812743329645, 0.0006574854572805548, 0.001798411264847578, 0.08585450850461926]"
619,100,100,0.1,0.1,0.24854648380065605,"[8.126530224113093e-05, 0.0, 0.0010066824795864134, 0.0, 0.0009075465823803707, 0.0, 0.0, 0.0002983127925533313, 0.0, 0.0007858358420168068, 0.0, 3.928353941826539e-05, 0.0, 1.5089916012852937e-05, 0.8838600809311227, 0.03339275191983679, 0.0, 0.0002578421026288465, 0.010541951498924172, 0.06881335709327853]"
620,100,100,0.1,0.3,0.24630508972886017,"[0.0, 0.0, 0.00016027282881703853, 0.002457898449719129, 9.508568692152292e-05, 0.002391881863596005, 0.004561912416848176, 0.0006393059367433786, 0.0, 0.003405413169315272, 0.000209666874450286, 0.0014181059410630604, 0.0, 0.00047411102773896037, 0.8599844882630326, 0.034198763369050235, 0.0010523600320617398, 0.001450296888373741, 0.011810380504205535, 0.07569005674806335]"
621,100,100,0.1,0.5,0.24851782741650408,"[1.6269993992952634e-05, 0.01358187203290825, 0.0, 0.0, 0.0, 7.214656422046795e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00035181472834532946, 0.0, 0.8828438146388286, 0.01762817751776235, 0.0, 0.0009962501947592447, 0.0006592844806075181, 0.0839153017563739]"
622,100,100,0.01,0.1,0.2489705373302962,"[1.7752824265138215e-05, 0.0, 7.868512656074646e-05, 0.0, 0.00011693860348143725, 0.0, 0.0014797691661871861, 7.214509747704584e-06, 0.001284225121718189, 0.0, 0.0, 0.0, 7.103945604882865e-05, 0.0, 0.8984536859530835, 0.013697391595175494, 3.748993269453803e-05, 0.00027384726190931566, 6.351030685126978e-06, 0.08447560941844283]"
623,100,100,0.01,0.3,0.24895681922237822,"[6.951644101702232e-05, 0.0007124369681515218, 0.0, 0.0, 0.0, 0.0003537477644284628, 2.2301373028454546e-05, 0.0, 0.00021106021245699674, 2.516680135246652e-05, 0.0007469347652841025, 0.0, 0.0, 0.0, 0.8748214462146974, 0.037691262233972615, 0.00032080485796830344, 6.104996907378167e-05, 0.005433351685748325, 0.07953092071282052]"
624,100,100,0.01,0.5,0.2490898548675119,"[5.667031442430042e-07, 0.0008330868470002605, 2.0292291936025882e-05, 0.0, 2.195180817627609e-05, 8.01476934586327e-05, 4.796419956671268e-05, 6.555520285601465e-05, 0.0018566827496029857, 0.00031770495223786655, 5.365450987570194e-06, 7.4996218999887704e-06, 8.768256685628444e-06, 0.00018167220654305072, 0.8858513715544568, 0.02405930995188882, 0.0, 4.3749427806086106e-05, 0.0029719464183157675, 0.08362636466343717]"
625,100,100,0.05,0.1,0.24325057361414743,"[0.00033250554040209474, 0.004310524141831428, 0.0, 0.0, 0.01805235944821189, 0.0, 0.002897732346339007, 0.0002848998364311928, 0.010091323938499978, 0.0016964787701570438, 0.0, 0.0, 0.0, 0.0, 0.9123177222174241, 0.01998133537145083, 0.00037421191381094347, 0.002414999926827925, 0.0028781837418171536, 0.02436772280679638]"
